STATION,STATION_NAME,DATE,TMAX,TMIN,TOBS
GHCND:USC00228374,STATE UNIVERSITY MS US,20140907,95,73,74
GHCND:USC00228374,STATE UNIVERSITY MS US,20140908,88,70,71
GHCND:USC00228374,STATE UNIVERSITY MS US,20140909,91,70,72
GHCND:USC00228374,STATE UNIVERSITY MS US,20140910,94,72,75
GHCND:USC00228374,STATE UNIVERSITY MS US,20140911,93,74,75
GHCND:USC00228374,STATE UNIVERSITY MS US,20140912,94,74,75
GHCND:USC00228374,STATE UNIVERSITY MS US,20140913,87,64,65
GHCND:USC00228374,STATE UNIVERSITY MS US,20140914,72,61,63
GHCND:USC00228374,STATE UNIVERSITY MS US,20140915,85,63,66
GHCND:USC00228374,STATE UNIVERSITY MS US,20140916,89,66,74
GHCND:USC00228374,STATE UNIVERSITY MS US,20140917,91,66,67
GHCND:USC00228374,STATE UNIVERSITY MS US,20140918,87,67,68
GHCND:USC00228374,STATE UNIVERSITY MS US,20140919,88,66,67
GHCND:USC00228374,STATE UNIVERSITY MS US,20140920,90,67,71
GHCND:USC00228374,STATE UNIVERSITY MS US,20140921,90,71,73
GHCND:USC00228374,STATE UNIVERSITY MS US,20140922,92,63,65
GHCND:USC00228374,STATE UNIVERSITY MS US,20140923,80,53,54
GHCND:USC00228374,STATE UNIVERSITY MS US,20140924,82,54,60
GHCND:USC00228374,STATE UNIVERSITY MS US,20140925,82,58,59
GHCND:USC00228374,STATE UNIVERSITY MS US,20140926,84,59,62
GHCND:USC00228374,STATE UNIVERSITY MS US,20140927,84,62,63
GHCND:USC00228374,STATE UNIVERSITY MS US,20140928,83,63,65
GHCND:USC00228374,STATE UNIVERSITY MS US,20140929,83,65,71
GHCND:USC00228374,STATE UNIVERSITY MS US,20140930,88,62,63
