STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150616,-9999,-9999,0,0,0,356,222,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150617,-9999,-9999,0,0,0,350,233,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150618,-9999,-9999,0,0,0,344,233,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150619,-9999,-9999,168,0,0,333,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150620,-9999,-9999,33,0,0,328,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150621,-9999,-9999,0,0,0,339,222,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150622,-9999,-9999,0,0,0,356,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150623,-9999,-9999,0,0,0,344,250,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150624,-9999,-9999,25,0,0,361,233,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150625,-9999,-9999,0,0,0,350,217,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150626,-9999,-9999,175,0,0,350,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150627,-9999,-9999,137,0,0,289,189,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150628,-9999,-9999,0,0,0,289,167,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150629,-9999,-9999,0,0,0,300,161,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150630,-9999,-9999,137,0,0,294,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150701,-9999,-9999,86,0,0,278,200,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150702,-9999,-9999,475,0,0,244,194,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150703,-9999,-9999,69,0,0,272,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150704,-9999,-9999,130,0,0,283,206,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150705,-9999,-9999,25,0,0,289,206,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150706,-9999,-9999,0,0,0,311,206,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150707,-9999,-9999,0,0,0,328,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150708,-9999,-9999,0,0,0,333,233,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150709,-9999,-9999,0,0,0,344,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150710,-9999,-9999,0,0,0,344,217,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150711,-9999,-9999,36,0,0,333,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150712,-9999,-9999,0,0,0,339,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150713,-9999,-9999,0,0,0,350,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150714,-9999,-9999,157,0,0,339,222,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150715,-9999,-9999,0,0,0,322,222,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150716,-9999,-9999,0,0,0,328,206,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150717,-9999,-9999,0,0,0,339,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150718,-9999,-9999,0,0,0,356,239,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150719,-9999,-9999,5,0,0,344,244,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150720,-9999,-9999,0,0,0,350,239,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150721,-9999,-9999,5,0,0,333,233,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150722,-9999,-9999,409,0,0,328,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150723,-9999,-9999,173,0,0,300,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150724,-9999,-9999,0,0,0,328,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150725,-9999,-9999,0,0,0,344,206,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150726,-9999,-9999,0,0,0,350,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150727,-9999,-9999,0,0,0,350,233,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150728,-9999,-9999,25,0,0,344,244,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150729,-9999,-9999,0,0,0,350,239,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150730,-9999,-9999,0,0,0,339,244,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150731,-9999,-9999,0,0,0,317,217,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150801,-9999,-9999,0,0,0,333,178,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150802,-9999,-9999,0,0,0,339,194,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150803,-9999,-9999,0,0,0,344,194,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150804,-9999,-9999,0,0,0,367,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150805,-9999,-9999,0,0,0,339,233,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150806,-9999,-9999,43,0,0,256,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150807,-9999,-9999,0,0,0,311,222,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150808,-9999,-9999,0,0,0,328,194,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150809,-9999,-9999,0,0,0,356,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150810,-9999,-9999,99,0,0,339,217,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150811,-9999,-9999,33,0,0,322,228,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150812,-9999,-9999,0,0,0,317,206,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150813,-9999,-9999,0,0,0,322,189,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150814,-9999,-9999,5,0,0,294,217,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150815,-9999,-9999,25,0,0,283,217,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150816,-9999,-9999,0,0,0,328,206,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150817,-9999,-9999,681,0,0,244,222,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150818,-9999,-9999,206,0,0,300,217,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150819,-9999,-9999,325,0,0,311,217,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150820,-9999,-9999,0,0,0,289,222,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150821,-9999,-9999,0,0,0,300,200,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150822,-9999,-9999,38,0,0,322,200,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150823,-9999,-9999,345,0,0,294,217,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150824,-9999,-9999,0,0,0,317,189,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150825,-9999,-9999,0,0,0,283,161,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150826,-9999,-9999,0,0,0,278,150,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150827,-9999,-9999,0,0,0,294,189,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150828,-9999,-9999,0,0,0,306,194,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150829,-9999,-9999,0,0,0,300,200,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150830,-9999,-9999,0,0,0,272,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150831,-9999,-9999,0,0,0,300,200,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150901,-9999,-9999,0,0,0,322,194,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150902,-9999,-9999,0,0,0,322,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150903,-9999,-9999,0,0,0,333,233,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150904,-9999,-9999,0,0,0,339,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150905,-9999,-9999,0,0,0,328,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150906,-9999,-9999,3,0,0,322,206,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150907,-9999,-9999,0,0,0,317,200,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150908,-9999,-9999,56,0,0,306,200,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150909,-9999,-9999,99,0,0,311,217,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150910,-9999,-9999,8,0,0,294,211,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150911,-9999,-9999,23,0,0,311,194,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150912,-9999,-9999,0,0,0,244,150,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150913,-9999,-9999,0,0,0,228,111,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150914,-9999,-9999,0,0,0,261,94,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150915,-9999,-9999,0,0,0,283,117,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150916,-9999,-9999,0,0,0,261,133,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150917,-9999,-9999,0,0,0,289,144,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150918,-9999,-9999,0,0,0,300,150,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150919,-9999,-9999,0,0,0,311,156,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150920,-9999,-9999,0,0,0,300,189,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150921,-9999,-9999,0,0,0,250,178,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150922,-9999,-9999,0,0,0,294,150,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150923,-9999,-9999,0,0,0,300,167,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150924,-9999,-9999,0,0,0,289,167,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150925,-9999,-9999,290,0,0,222,161,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150926,-9999,-9999,107,0,0,239,183,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150927,-9999,-9999,0,0,0,272,189,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150928,-9999,-9999,0,0,0,244,200,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150929,-9999,-9999,20,0,0,261,194,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20150930,-9999,-9999,0,0,0,283,189,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151001,-9999,-9999,315,0,0,194,150,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151002,-9999,-9999,198,0,0,172,150,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151003,-9999,-9999,249,0,0,161,139,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151004,-9999,-9999,33,0,0,261,161,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151005,-9999,-9999,0,0,0,289,178,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151006,-9999,-9999,0,0,0,278,172,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151007,-9999,-9999,0,0,0,294,178,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151008,-9999,-9999,0,0,0,283,156,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151009,-9999,-9999,351,0,0,278,178,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151010,-9999,-9999,157,0,0,200,161,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151011,-9999,-9999,0,0,0,222,128,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151012,-9999,-9999,3,0,0,250,122,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151013,-9999,-9999,0,0,0,261,128,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151014,-9999,-9999,0,0,0,250,94,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151015,-9999,-9999,0,0,0,256,94,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151016,-9999,-9999,0,0,0,233,83,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151017,-9999,-9999,0,0,0,194,56,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151018,-9999,-9999,0,0,0,172,61,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151019,-9999,-9999,0,0,0,183,33,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151020,-9999,-9999,0,0,0,211,44,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151021,-9999,-9999,0,0,0,239,67,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151022,-9999,-9999,0,0,0,250,78,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151023,-9999,-9999,0,0,0,261,89,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151024,-9999,-9999,0,0,0,239,144,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151025,-9999,-9999,0,0,0,217,156,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151026,-9999,-9999,203,0,0,178,144,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151027,-9999,-9999,69,0,0,156,133,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151028,-9999,-9999,23,0,0,244,139,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151029,-9999,-9999,28,0,0,233,100,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151030,-9999,-9999,0,0,0,194,67,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151031,-9999,-9999,48,0,0,167,94,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151101,-9999,-9999,76,0,0,189,144,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151102,-9999,-9999,132,0,0,194,172,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151103,-9999,-9999,0,0,0,239,167,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151104,-9999,-9999,0,0,0,239,150,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151105,-9999,-9999,0,0,0,217,189,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151106,-9999,-9999,66,0,0,272,189,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151107,-9999,-9999,130,0,0,200,122,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151108,-9999,-9999,3,0,0,156,106,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151109,-9999,-9999,175,0,0,128,100,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151110,-9999,-9999,0,0,0,211,83,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151111,-9999,-9999,0,0,0,222,61,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151112,-9999,-9999,3,0,0,228,111,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151113,-9999,-9999,0,0,0,172,50,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151114,-9999,-9999,0,0,0,161,6,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151115,-9999,-9999,0,0,0,150,17,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151116,-9999,-9999,0,0,0,183,28,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151117,-9999,-9999,0,0,0,211,89,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151118,-9999,-9999,521,0,0,183,139,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151119,-9999,-9999,0,0,0,206,78,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151120,-9999,-9999,0,0,0,156,50,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151121,-9999,-9999,0,0,0,178,17,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151122,-9999,-9999,0,0,0,83,0,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151123,-9999,-9999,0,0,0,117,-21,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151124,-9999,-9999,0,0,0,144,-16,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151125,-9999,-9999,0,0,0,161,17,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151126,-9999,-9999,0,0,0,211,28,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151127,-9999,-9999,0,0,0,222,56,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151128,-9999,-9999,0,0,0,206,117,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151129,-9999,-9999,439,0,0,161,133,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151130,-9999,-9999,160,0,0,178,156,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151201,-9999,-9999,-9999,0,0,172,150,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151202,-9999,-9999,-9999,0,-9999,161,72,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151203,-9999,-9999,0,0,0,100,22,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151204,-9999,-9999,0,0,0,128,11,-9999
GHCND:USW00013882,CHATTANOOGA LOVELL FIELD AIRPORT TN US,204.5,35.0311,-85.2014,20151205,-9999,-9999,0,0,0,156,-10,-9999
